<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019-10-18	13:48:00	105455	105540	105445	105495	6262	23969	5
2019-10-18	13:49:00	105490	105500	105470	105475	1249	5116	5
2019-10-18	13:50:00	105480	105495	105435	105455	2198	8799	5
2019-10-18	13:51:00	105460	105480	105445	105475	1042	4685	5
2019-10-18	13:52:00	105470	105485	105425	105430	1681	7163	5
2019-10-18	13:53:00	105430	105465	105425	105435	1073	4747	5
2019-10-18	13:54:00	105435	105465	105415	105440	1552	7184	5
2019-10-18	13:55:00	105445	105470	105420	105430	992	4114	5
2019-10-18	13:56:00	105435	105450	105410	105425	1206	4577	5
2019-10-18	13:57:00	105430	105475	105425	105445	1709	7056	5
2019-10-18	13:58:00	105445	105460	105430	105430	731	3311	5
2019-10-18	13:59:00	105435	105465	105425	105460	731	3109	5
2019-10-18	14:00:00	105455	105490	105450	105455	2279	9585	5
2019-10-18	14:01:00	105455	105490	105440	105470	1350	6136	5
2019-10-18	14:02:00	105475	105565	105470	105510	4831	17838	5
2019-10-18	14:03:00	105510	105525	105470	105490	1877	7857	5
2019-10-18	14:04:00	105490	105490	105445	105455	1864	7559	5
2019-10-18	14:05:00	105450	105465	105430	105435	1415	5196	5
2019-10-18	14:06:00	105440	105475	105430	105450	1381	5481	5
2019-10-18	14:07:00	105450	105465	105415	105425	2005	8708	5
2019-10-18	14:08:00	105430	105480	105425	105455	1411	6294	5
2019-10-18	14:09:00	105455	105460	105440	105450	514	2123	5
2019-10-18	14:10:00	105445	105450	105410	105440	1991	8664	5
2019-10-18	14:11:00	105440	105440	105385	105420	2682	10702	5
2019-10-18	14:12:00	105420	105430	105390	105390	1449	6698	5
2019-10-18	14:13:00	105395	105425	105370	105425	2341	9446	5
2019-10-18	14:14:00	105425	105485	105420	105465	2986	11826	5
2019-10-18	14:15:00	105460	105470	105420	105455	1653	7860	5
2019-10-18	14:16:00	105450	105530	105450	105510	3685	15113	5
2019-10-18	14:17:00	105510	105545	105510	105520	2083	8433	5
2019-10-18	14:18:00	105525	105575	105520	105555	2955	11177	5
2019-10-18	14:19:00	105555	105575	105530	105550	1725	6532	5
2019-10-18	14:20:00	105545	105680	105535	105640	8596	32663	5
2019-10-18	14:21:00	105645	105710	105615	105665	4539	17757	5
2019-10-18	14:22:00	105670	105680	105655	105660	1240	4803	5
2019-10-18	14:23:00	105660	105715	105655	105670	2421	9699	5
2019-10-18	14:24:00	105675	105690	105610	105625	2958	11316	5
2019-10-18	14:25:00	105620	105630	105580	105585	3197	12944	5
2019-10-18	14:26:00	105585	105600	105560	105575	2320	8400	5
2019-10-18	14:27:00	105570	105580	105555	105570	1238	5292	5
2019-10-18	14:28:00	105570	105610	105555	105585	1613	6593	5
2019-10-18	14:29:00	105585	105630	105565	105620	1706	6853	5
2019-10-18	14:30:00	105620	105625	105560	105600	2254	9954	5
2019-10-18	14:31:00	105600	105615	105580	105605	905	3663	5
2019-10-18	14:32:00	105610	105670	105595	105670	3103	11244	5
2019-10-18	14:33:00	105665	105670	105590	105595	2229	7326	5
2019-10-18	14:34:00	105595	105610	105570	105585	1851	7608	5
2019-10-18	14:35:00	105580	105610	105550	105565	2615	11357	5
2019-10-18	14:36:00	105565	105585	105555	105565	1124	5231	5
2019-10-18	14:37:00	105570	105590	105555	105560	851	3786	5
2019-10-18	14:38:00	105565	105595	105555	105570	1122	4803	5
2019-10-18	14:39:00	105570	105575	105510	105560	3796	14259	5
2019-10-18	14:40:00	105560	105575	105530	105575	2003	8046	5
2019-10-18	14:41:00	105565	105590	105550	105575	1802	6952	5
2019-10-18	14:42:00	105575	105575	105550	105570	701	2881	5
2019-10-18	14:43:00	105565	105615	105565	105610	2463	8738	5
2019-10-18	14:44:00	105605	105695	105605	105685	5942	22855	5
2019-10-18	14:45:00	105685	105715	105665	105695	4075	16186	5
2019-10-18	14:46:00	105690	105740	105685	105730	3542	13286	5
2019-10-18	14:47:00	105730	105745	105675	105680	3406	13692	5
2019-10-18	14:48:00	105685	105690	105650	105655	2855	11581	5
2019-10-18	14:49:00	105660	105660	105590	105630	4386	16619	5
2019-10-18	14:50:00	105630	105635	105605	105625	1504	5837	5
2019-10-18	14:51:00	105620	105700	105620	105670	4410	17191	5
2019-10-18	14:52:00	105665	105690	105630	105630	1587	5632	5
2019-10-18	14:53:00	105630	105635	105605	105615	1780	6776	5
2019-10-18	14:54:00	105620	105645	105580	105600	2689	9820	5
2019-10-18	14:55:00	105595	105615	105555	105585	2942	11533	5
2019-10-18	14:56:00	105585	105595	105560	105575	1551	6066	5
2019-10-18	14:57:00	105575	105590	105540	105575	1672	6024	5
2019-10-18	14:58:00	105570	105625	105560	105610	2389	8813	5
2019-10-18	14:59:00	105610	105650	105560	105650	3033	11592	5
2019-10-18	15:00:00	105650	105680	105620	105635	3435	12748	5
2019-10-18	15:01:00	105640	105640	105600	105635	1448	5672	5
2019-10-18	15:02:00	105635	105700	105625	105660	3249	11841	5
2019-10-18	15:03:00	105665	105670	105600	105605	2246	8743	5
2019-10-18	15:04:00	105610	105635	105600	105625	1285	5641	5
2019-10-18	15:05:00	105630	105630	105610	105615	670	2944	5
2019-10-18	15:06:00	105615	105660	105610	105650	1306	5321	5
2019-10-18	15:07:00	105650	105695	105635	105665	2111	8774	5
2019-10-18	15:08:00	105665	105690	105640	105645	1181	5069	5
2019-10-18	15:09:00	105650	105650	105590	105590	2192	8114	5
2019-10-18	15:10:00	105595	105610	105565	105565	2730	10733	5
2019-10-18	15:11:00	105565	105615	105565	105605	1479	5757	5
2019-10-18	15:12:00	105610	105635	105600	105625	1131	4164	5
2019-10-18	15:13:00	105620	105630	105585	105600	1227	4915	5
2019-10-18	15:14:00	105605	105610	105560	105590	1671	6236	5
2019-10-18	15:15:00	105585	105600	105560	105570	1510	5827	5
2019-10-18	15:16:00	105575	105590	105560	105580	923	3942	5
2019-10-18	15:17:00	105575	105620	105575	105615	1543	6559	5
2019-10-18	15:18:00	105620	105625	105575	105620	1194	4601	5
2019-10-18	15:19:00	105615	105650	105610	105625	2275	9587	5
2019-10-18	15:20:00	105625	105680	105620	105620	2641	9594	5
2019-10-18	15:21:00	105625	105650	105620	105640	945	3558	5
2019-10-18	15:22:00	105640	105650	105590	105610	1720	6989	5
2019-10-18	15:23:00	105610	105640	105590	105595	1165	4824	5
2019-10-18	15:24:00	105595	105610	105570	105575	1533	6642	5
2019-10-18	15:25:00	105575	105595	105550	105560	2945	11199	5
2019-10-18	15:26:00	105565	105610	105560	105595	1631	5908	5
2019-10-18	15:27:00	105595	105605	105575	105575	1072	3707	5
2019-10-18	15:28:00	105575	105605	105570	105570	856	2889	5
2019-10-18	15:29:00	105570	105630	105570	105615	1636	6057	5
2019-10-18	15:30:00	105615	105630	105595	105610	1230	4238	5
2019-10-18	15:31:00	105610	105635	105595	105610	1097	4190	5
2019-10-18	15:32:00	105605	105635	105605	105625	834	3254	5
2019-10-18	15:33:00	105620	105645	105595	105630	1536	6053	5
2019-10-18	15:34:00	105630	105640	105620	105635	954	3845	5
2019-10-18	15:35:00	105635	105665	105625	105665	1235	4415	5
2019-10-18	15:36:00	105660	105670	105625	105635	1961	7771	5
2019-10-18	15:37:00	105640	105655	105610	105635	1405	5422	5
2019-10-18	15:38:00	105640	105660	105630	105640	1100	3770	5
2019-10-18	15:39:00	105640	105645	105585	105620	2582	11593	5
2019-10-18	15:40:00	105620	105625	105590	105620	1043	4414	5
2019-10-18	15:41:00	105620	105645	105615	105630	1308	4919	5
2019-10-18	15:42:00	105625	105640	105615	105635	577	2455	5
2019-10-18	15:43:00	105630	105655	105605	105645	1440	5176	5
2019-10-18	15:44:00	105640	105650	105625	105625	618	1868	5
2019-10-18	15:45:00	105625	105655	105620	105650	1004	3955	5
2019-10-18	15:46:00	105655	105715	105655	105710	4467	16172	5
2019-10-18	15:47:00	105710	105725	105680	105690	2465	8808	5
2019-10-18	15:48:00	105685	105705	105645	105660	2369	8508	5
2019-10-18	15:49:00	105660	105660	105610	105625	2335	9197	5
2019-10-18	15:50:00	105630	105640	105600	105610	1861	6835	5
2019-10-18	15:51:00	105610	105625	105585	105615	2369	8189	5
2019-10-18	15:52:00	105615	105645	105605	105615	2052	8817	5
2019-10-18	15:53:00	105610	105635	105605	105610	1057	4814	5
2019-10-18	15:54:00	105610	105625	105590	105615	1095	3885	5
2019-10-18	15:55:00	105620	105640	105605	105630	1012	3644	5
2019-10-18	15:56:00	105630	105635	105590	105605	2054	9255	5
2019-10-18	15:57:00	105605	105630	105600	105615	848	3844	5
2019-10-18	15:58:00	105615	105630	105610	105615	546	2459	5
2019-10-18	15:59:00	105615	105650	105610	105645	1628	6865	5
2019-10-18	16:00:00	105650	105680	105610	105620	2971	10491	5
2019-10-18	16:01:00	105620	105625	105610	105620	584	2518	5
2019-10-18	16:02:00	105615	105655	105615	105650	977	4351	5
2019-10-18	16:03:00	105650	105670	105635	105660	1146	4886	5
2019-10-18	16:04:00	105660	105675	105650	105655	1090	4516	5
2019-10-18	16:05:00	105655	105670	105640	105660	1013	4791	5
2019-10-18	16:06:00	105660	105695	105660	105680	1699	7129	5
2019-10-18	16:07:00	105680	105700	105660	105690	2037	8149	5
2019-10-18	16:08:00	105685	105700	105675	105675	897	3380	5
2019-10-18	16:09:00	105675	105700	105670	105670	1059	3621	5
2019-10-18	16:10:00	105670	105705	105660	105665	1939	6933	5
2019-10-18	16:11:00	105665	105680	105650	105665	1307	4827	5
2019-10-18	16:12:00	105665	105685	105660	105665	1047	4810	5
2019-10-18	16:13:00	105665	105685	105660	105665	700	2376	5
2019-10-18	16:14:00	105665	105800	105665	105760	7079	25185	5
2019-10-18	16:15:00	105765	105780	105695	105720	5263	20823	5
2019-10-18	16:16:00	105715	105725	105695	105710	1736	6819	5
2019-10-18	16:17:00	105710	105735	105700	105730	1739	6504	5
2019-10-18	16:18:00	105725	105765	105720	105750	2290	9033	5
2019-10-18	16:19:00	105750	105755	105710	105715	1626	5980	5
2019-10-18	16:20:00	105715	105750	105705	105720	2001	7220	5
2019-10-18	16:21:00	105715	105725	105675	105690	3076	11670	5
2019-10-18	16:22:00	105685	105690	105630	105630	4350	15345	5
2019-10-18	16:23:00	105630	105670	105630	105655	2313	9031	5
2019-10-18	16:24:00	105660	105660	105605	105615	2820	10860	5
2019-10-18	16:25:00	105615	105635	105595	105615	2647	8440	5
2019-10-18	16:26:00	105620	105625	105600	105620	1341	4857	5
2019-10-18	16:27:00	105620	105620	105600	105615	801	2788	5
2019-10-18	16:28:00	105610	105610	105570	105580	3491	12024	5
2019-10-18	16:29:00	105585	105615	105560	105605	2660	9542	5
2019-10-18	16:30:00	105605	105620	105575	105605	2645	9783	5
2019-10-18	16:31:00	105605	105635	105590	105630	2174	7702	5
2019-10-18	16:32:00	105630	105635	105610	105630	1146	4384	5
2019-10-18	16:33:00	105630	105640	105605	105620	1392	5623	5
2019-10-18	16:34:00	105615	105620	105585	105595	1538	5686	5
2019-10-18	16:35:00	105590	105625	105575	105595	2149	8334	5
2019-10-18	16:36:00	105600	105610	105585	105610	828	2643	5
2019-10-18	16:37:00	105610	105615	105600	105605	767	2482	5
2019-10-18	16:38:00	105605	105615	105585	105585	883	2849	5
2019-10-18	16:39:00	105590	105605	105570	105580	1499	4938	5
2019-10-18	16:40:00	105580	105585	105560	105565	1817	5526	5
2019-10-18	16:41:00	105565	105570	105500	105510	6122	21598	5
2019-10-18	16:42:00	105515	105530	105505	105525	1821	6526	5
2019-10-18	16:43:00	105525	105540	105510	105515	1263	4187	5
2019-10-18	16:44:00	105515	105535	105515	105525	880	2806	5
2019-10-18	16:45:00	105525	105545	105515	105535	1273	3953	5
2019-10-18	16:46:00	105535	105540	105510	105515	1334	5623	5
2019-10-18	16:47:00	105515	105520	105460	105480	4065	14417	5
2019-10-18	16:48:00	105475	105485	105440	105445	3027	10093	5
2019-10-18	16:49:00	105445	105450	105405	105405	3832	13909	5
2019-10-18	16:50:00	105405	105450	105390	105415	4444	15751	5
2019-10-18	16:51:00	105415	105415	105330	105350	5547	21299	5
2019-10-18	16:52:00	105355	105355	105315	105340	3079	11297	5
2019-10-18	16:53:00	105345	105390	105340	105385	3282	12475	5
2019-10-18	16:54:00	105385	105440	105380	105435	4297	17561	5
2019-10-18	16:55:00	105435	105440	105370	105400	3495	15600	5
2019-10-18	16:56:00	105395	105430	105375	105385	2477	12308	5
2019-10-18	16:57:00	105385	105400	105380	105390	1162	5263	5
2019-10-18	16:58:00	105395	105425	105385	105425	1216	5500	5
2019-10-18	16:59:00	105420	105495	105415	105465	5960	23380	5
2019-10-18	17:00:00	105465	105495	105430	105485	2969	11163	5
2019-10-18	17:01:00	105485	105490	105435	105450	1642	6986	5
2019-10-18	17:02:00	105450	105455	105410	105435	2353	9282	5
2019-10-18	17:03:00	105440	105445	105410	105425	1275	6682	5
2019-10-18	17:04:00	105420	105425	105370	105390	2213	8735	5
2019-10-18	17:05:00	105390	105405	105380	105395	1324	5248	5
2019-10-18	17:06:00	105390	105410	105380	105395	1083	4563	5
2019-10-18	17:07:00	105390	105410	105380	105395	659	3054	5
2019-10-18	17:08:00	105390	105405	105370	105390	1243	7054	5
2019-10-18	17:09:00	105390	105400	105370	105385	1040	4800	5
2019-10-18	17:10:00	105385	105390	105345	105355	1243	4652	5
2019-10-18	17:11:00	105355	105360	105320	105355	2122	9319	5
2019-10-18	17:12:00	105355	105355	105250	105275	4604	20927	5
2019-10-18	17:13:00	105270	105320	105270	105300	1932	8222	5
2019-10-18	17:14:00	105300	105325	105290	105310	1044	5077	5
2019-10-18	17:15:00	105315	105340	105305	105325	1210	5759	5
2019-10-18	17:16:00	105325	105340	105305	105310	804	3353	5
2019-10-18	17:17:00	105315	105330	105300	105320	650	3005	5
2019-10-18	17:18:00	105325	105345	105315	105320	938	3794	5
2019-10-18	17:19:00	105315	105340	105310	105330	410	1574	5
2019-10-18	17:20:00	105330	105345	105325	105330	506	2090	5
2019-10-18	17:21:00	105335	105340	105290	105320	1015	4221	5
2019-10-18	17:22:00	105315	105325	105290	105295	713	2911	5
2019-10-18	17:23:00	105300	105315	105295	105305	462	1746	5
2019-10-18	17:24:00	105305	105305	105265	105270	879	3139	5
2019-10-18	17:25:00	105265	105300	105265	105300	962	3762	5
2019-10-18	17:26:00	105300	105300	105255	105265	914	3751	5
2019-10-18	17:27:00	105270	105305	105270	105275	883	3876	5
2019-10-18	17:28:00	105275	105295	105275	105290	277	1041	5
2019-10-18	17:29:00	105285	105300	105285	105300	379	1631	5
2019-10-18	17:30:00	105300	105320	105285	105285	1748	6827	5
2019-10-18	17:31:00	105285	105305	105285	105295	354	1603	5
2019-10-18	17:32:00	105295	105305	105285	105305	312	1237	5
2019-10-18	17:33:00	105305	105310	105295	105305	257	1196	5
2019-10-18	17:34:00	105305	105310	105280	105285	438	1701	5
2019-10-18	17:35:00	105290	105335	105290	105320	1250	5516	5
2019-10-18	17:36:00	105320	105420	105310	105390	3032	12043	5
2019-10-18	17:37:00	105390	105395	105355	105360	1121	4276	5
2019-10-18	17:38:00	105365	105365	105315	105335	1083	4407	5
2019-10-18	17:39:00	105335	105375	105330	105365	888	3287	5
2019-10-18	17:40:00	105365	105375	105350	105360	761	3009	5
2019-10-18	17:41:00	105365	105370	105340	105365	596	1977	5
2019-10-18	17:42:00	105360	105365	105285	105290	1918	7301	5
2019-10-18	17:43:00	105285	105325	105280	105310	948	3468	5
2019-10-18	17:44:00	105315	105320	105305	105315	362	990	5
2019-10-18	17:45:00	105315	105345	105305	105340	1365	5069	5
2019-10-18	17:46:00	105340	105350	105325	105340	555	2410	5
2019-10-18	17:47:00	105340	105350	105335	105335	268	971	5
2019-10-18	17:48:00	105345	105350	105330	105335	339	1226	5
2019-10-18	17:49:00	105330	105345	105330	105345	386	1736	5
2019-10-18	17:50:00	105340	105380	105330	105335	1594	6587	5
2019-10-18	17:51:00	105335	105355	105330	105345	379	1509	5
2019-10-18	17:52:00	105345	105370	105335	105355	458	2471	5
2019-10-18	17:53:00	105350	105355	105335	105355	284	1419	5
2019-10-18	17:54:00	105350	105360	105300	105300	932	5721	5
2019-10-21	09:00:00	105690	105690	105620	105640	1203	4590	5
2019-10-21	09:01:00	105645	105725	105580	105610	5890	19339	5
2019-10-21	09:02:00	105605	105745	105595	105715	3831	13855	5
2019-10-21	09:03:00	105710	105775	105710	105710	2641	9630	5
2019-10-21	09:04:00	105715	105750	105700	105745	1781	6524	5
2019-10-21	09:05:00	105740	105790	105730	105765	3465	10781	5
2019-10-21	09:06:00	105770	105795	105750	105785	1925	6532	5
2019-10-21	09:07:00	105785	105800	105765	105770	1705	6232	5
2019-10-21	09:08:00	105765	105770	105660	105700	5836	18741	5
2019-10-21	09:09:00	105695	105720	105690	105705	1162	4380	5
2019-10-21	09:10:00	105705	105710	105640	105655	4764	14360	5
2019-10-21	09:11:00	105655	105685	105645	105680	1791	5956	5
2019-10-21	09:12:00	105685	105760	105670	105750	4737	15596	5
2019-10-21	09:13:00	105750	105785	105750	105765	2321	7886	5
2019-10-21	09:14:00	105765	105775	105740	105770	1923	7026	5
2019-10-21	09:15:00	105775	105785	105740	105760	2697	7875	5
2019-10-21	09:16:00	105760	105765	105735	105740	1095	3731	5
2019-10-21	09:17:00	105740	105765	105710	105730	2074	6301	5
2019-10-21	09:18:00	105730	105735	105710	105710	1127	3879	5
2019-10-21	09:19:00	105710	105775	105700	105755	2795	9102	5
2019-10-21	09:20:00	105755	105755	105720	105720	1514	4546	5
2019-10-21	09:21:00	105725	105740	105720	105730	702	2415	5
2019-10-21	09:22:00	105730	105745	105725	105730	660	2492	5
2019-10-21	09:23:00	105735	105735	105700	105715	1592	5286	5
2019-10-21	09:24:00	105715	105735	105705	105715	721	2121	5
2019-10-21	09:25:00	105715	105720	105675	105695	3069	8999	5
2019-10-21	09:26:00	105700	105720	105675	105700	1743	5473	5
2019-10-21	09:27:00	105705	105710	105690	105690	680	2195	5
2019-10-21	09:28:00	105690	105695	105675	105675	966	3355	5
2019-10-21	09:29:00	105675	105685	105660	105665	2113	6813	5
2019-10-21	09:30:00	105660	105700	105650	105690	3335	9815	5
2019-10-21	09:31:00	105695	105710	105680	105710	1664	4792	5
2019-10-21	09:32:00	105710	105730	105705	105730	2374	7404	5
2019-10-21	09:33:00	105725	105735	105700	105730	2290	7044	5
2019-10-21	09:34:00	105730	105730	105715	105725	714	2516	5
2019-10-21	09:35:00	105725	105750	105715	105725	2680	8379	5
2019-10-21	09:36:00	105730	105770	105700	105705	4034	11947	5
2019-10-21	09:37:00	105705	105720	105680	105710	1936	6457	5
2019-10-21	09:38:00	105710	105740	105705	105735	1188	3737	5
2019-10-21	09:39:00	105735	105735	105700	105720	1064	3478	5
2019-10-21	09:40:00	105715	105750	105700	105745	1711	5281	5
2019-10-21	09:41:00	105750	105755	105730	105735	1324	4482	5
2019-10-21	09:42:00	105740	105740	105705	105720	1736	6209	5
2019-10-21	09:43:00	105720	105735	105705	105715	828	3185	5
2019-10-21	09:44:00	105715	105750	105710	105710	1713	5914	5
2019-10-21	09:45:00	105715	105730	105700	105725	1607	5743	5
2019-10-21	09:46:00	105730	105740	105700	105715	1351	4705	5
2019-10-21	09:47:00	105710	105725	105700	105715	557	2054	5
2019-10-21	09:48:00	105715	105725	105710	105710	493	1554	5
2019-10-21	09:49:00	105715	105720	105700	105705	872	4019	5
2019-10-21	09:50:00	105700	105705	105670	105700	3000	9136	5
2019-10-21	09:51:00	105695	105735	105695	105730	2038	6449	5
2019-10-21	09:52:00	105725	105745	105715	105725	1425	5084	5
2019-10-21	09:53:00	105725	105725	105710	105720	474	1571	5
2019-10-21	09:54:00	105715	105725	105700	105725	722	2534	5
2019-10-21	09:55:00	105725	105765	105720	105730	2605	8328	5
2019-10-21	09:56:00	105730	105750	105730	105730	692	2754	5
2019-10-21	09:57:00	105730	105745	105730	105740	448	1812	5
2019-10-21	09:58:00	105740	105760	105735	105740	905	3354	5
2019-10-21	09:59:00	105740	105755	105720	105740	1274	4746	5
2019-10-21	10:00:00	105740	105870	105735	105790	16782	56217	5
2019-10-21	10:01:00	105790	105825	105790	105815	2624	9151	5
2019-10-21	10:02:00	105815	105825	105800	105815	1619	5414	5
2019-10-21	10:03:00	105815	105830	105695	105725	9742	31115	5
2019-10-21	10:04:00	105725	105745	105625	105685	9046	29006	5
2019-10-21	10:05:00	105685	105720	105655	105710	4726	15861	5
2019-10-21	10:06:00	105715	105740	105695	105700	3346	10415	5
2019-10-21	10:07:00	105705	105710	105635	105655	5496	18169	5
2019-10-21	10:08:00	105655	105720	105645	105670	4127	14071	5
2019-10-21	10:09:00	105675	105715	105645	105660	2840	10383	5
2019-10-21	10:10:00	105660	105690	105610	105660	6392	20980	5
2019-10-21	10:11:00	105660	105710	105645	105670	4600	14125	5
2019-10-21	10:12:00	105675	105685	105640	105665	1753	5984	5
2019-10-21	10:13:00	105665	105760	105660	105685	6033	20045	5
2019-10-21	10:14:00	105685	105725	105660	105725	2563	8784	5
2019-10-21	10:15:00	105725	105725	105660	105670	2822	9348	5
2019-10-21	10:16:00	105670	105750	105665	105740	3380	12394	5
2019-10-21	10:17:00	105745	105745	105690	105700	2172	7879	5
2019-10-21	10:18:00	105695	105735	105675	105735	2209	8155	5
2019-10-21	10:19:00	105735	105760	105660	105670	4292	15930	5
2019-10-21	10:20:00	105675	105685	105545	105595	14981	48895	5
2019-10-21	10:21:00	105600	105615	105580	105600	3428	12992	5
2019-10-21	10:22:00	105605	105670	105600	105640	5203	16377	5
2019-10-21	10:23:00	105640	105655	105600	105645	3037	10368	5
2019-10-21	10:24:00	105645	105665	105615	105650	1637	5349	5
2019-10-21	10:25:00	105650	105655	105590	105630	3024	9629	5
2019-10-21	10:26:00	105625	105645	105620	105630	973	3212	5
2019-10-21	10:27:00	105630	105660	105600	105605	1579	5308	5
2019-10-21	10:28:00	105610	105615	105505	105545	10957	38422	5
2019-10-21	10:29:00	105550	105560	105510	105530	3652	13333	5
2019-10-21	10:30:00	105530	105575	105475	105520	10644	35010	5
2019-10-21	10:31:00	105525	105530	105455	105500	6908	22851	5
2019-10-21	10:32:00	105500	105525	105475	105510	2492	8447	5
2019-10-21	10:33:00	105505	105550	105495	105505	3497	13779	5
2019-10-21	10:34:00	105505	105530	105450	105525	6779	24214	5
2019-10-21	10:35:00	105525	105540	105475	105515	3949	13630	5
2019-10-21	10:36:00	105520	105645	105515	105580	12613	43018	5
2019-10-21	10:37:00	105580	105595	105555	105560	3321	11482	5
2019-10-21	10:38:00	105565	105595	105550	105560	2120	7446	5
2019-10-21	10:39:00	105560	105560	105490	105500	5975	20729	5
2019-10-21	10:40:00	105500	105565	105480	105555	5516	20495	5
2019-10-21	10:41:00	105555	105580	105525	105535	3323	11758	5
2019-10-21	10:42:00	105540	105565	105485	105505	3951	14456	5
2019-10-21	10:43:00	105500	105575	105450	105560	6605	22099	5
2019-10-21	10:44:00	105565	105730	105555	105675	14787	50256	5
2019-10-21	10:45:00	105675	105750	105670	105695	9687	36712	5
2019-10-21	10:46:00	105695	105705	105595	105640	8792	29459	5
2019-10-21	10:47:00	105645	105645	105535	105545	7061	24309	5
2019-10-21	10:48:00	105545	105580	105475	105545	8706	31127	5
2019-10-21	10:49:00	105545	105550	105490	105505	3428	11678	5
2019-10-21	10:50:00	105505	105550	105480	105550	5301	19155	5
2019-10-21	10:51:00	105550	105575	105535	105565	3056	10737	5
2019-10-21	10:52:00	105570	105640	105570	105595	6521	21903	5
2019-10-21	10:53:00	105595	105610	105555	105575	3252	11313	5
2019-10-21	10:54:00	105575	105605	105560	105565	1963	7120	5
2019-10-21	10:55:00	105565	105600	105535	105585	3197	9669	5
2019-10-21	10:56:00	105590	105600	105510	105560	3910	14381	5
2019-10-21	10:57:00	105560	105580	105500	105520	2802	9975	5
2019-10-21	10:58:00	105515	105555	105460	105545	6432	22131	5
2019-10-21	10:59:00	105545	105605	105540	105590	3892	14077	5
2019-10-21	11:00:00	105590	105630	105575	105590	4521	16403	5
2019-10-21	11:01:00	105585	105610	105545	105555	3172	11552	5
2019-10-21	11:02:00	105560	105575	105480	105490	4464	16395	5
2019-10-21	11:03:00	105490	105515	105460	105480	4259	16250	5
2019-10-21	11:04:00	105480	105485	105410	105465	9276	34579	5
2019-10-21	11:05:00	105470	105505	105455	105480	3341	11926	5
2019-10-21	11:06:00	105485	105505	105440	105500	3277	11554	5
2019-10-21	11:07:00	105495	105545	105490	105540	4878	18011	5
2019-10-21	11:08:00	105540	105540	105505	105505	1558	5623	5
2019-10-21	11:09:00	105505	105520	105460	105470	3159	11008	5
2019-10-21	11:10:00	105475	105535	105455	105520	3398	12093	5
2019-10-21	11:11:00	105520	105570	105515	105560	4265	14943	5
2019-10-21	11:12:00	105555	105600	105550	105570	3582	11534	5
2019-10-21	11:13:00	105575	105605	105550	105600	2768	9666	5
2019-10-21	11:14:00	105600	105610	105575	105605	2390	7351	5
2019-10-21	11:15:00	105605	105670	105565	105580	10262	33819	5
2019-10-21	11:16:00	105585	105600	105565	105575	2472	8536	5
2019-10-21	11:17:00	105575	105600	105560	105590	1801	6198	5
2019-10-21	11:18:00	105590	105630	105590	105615	2657	8633	5
2019-10-21	11:19:00	105620	105640	105595	105635	2094	6888	5
2019-10-21	11:20:00	105635	105650	105605	105620	2456	7960	5
2019-10-21	11:21:00	105620	105645	105575	105615	2960	10218	5
2019-10-21	11:22:00	105615	105720	105610	105675	6110	20950	5
2019-10-21	11:23:00	105675	105700	105640	105645	4185	15816	5
2019-10-21	11:24:00	105645	105670	105610	105630	3160	11460	5
2019-10-21	11:25:00	105625	105650	105610	105645	1840	6481	5
2019-10-21	11:26:00	105650	105685	105650	105670	2349	7936	5
2019-10-21	11:27:00	105670	105700	105665	105665	2510	9407	5
2019-10-21	11:28:00	105665	105685	105655	105655	1418	5282	5
2019-10-21	11:29:00	105655	105680	105645	105660	1594	5592	5
2019-10-21	11:30:00	105660	105735	105660	105700	5623	20198	5
2019-10-21	11:31:00	105700	105700	105650	105675	2688	9714	5
2019-10-21	11:32:00	105680	105685	105650	105665	1315	4046	5
2019-10-21	11:33:00	105665	105680	105615	105625	3489	12654	5
2019-10-21	11:34:00	105620	105630	105585	105605	3798	14132	5
2019-10-21	11:35:00	105605	105625	105590	105595	2366	8756	5
2019-10-21	11:36:00	105600	105610	105555	105585	5060	17163	5
2019-10-21	11:37:00	105585	105605	105565	105580	2173	7193	5
2019-10-21	11:38:00	105580	105650	105570	105625	3916	12150	5
2019-10-21	11:39:00	105630	105675	105610	105655	4233	16146	5
2019-10-21	11:40:00	105660	105690	105630	105640	4426	15806	5
2019-10-21	11:41:00	105640	105670	105615	105655	2583	10177	5
2019-10-21	11:42:00	105660	105680	105625	105670	1629	5969	5
2019-10-21	11:43:00	105670	105705	105660	105695	3323	14128	5
2019-10-21	11:44:00	105700	105705	105670	105685	2556	11587	5
2019-10-21	11:45:00	105685	105690	105640	105640	2743	9747	5
2019-10-21	11:46:00	105645	105660	105600	105620	3874	13284	5
2019-10-21	11:47:00	105625	105650	105610	105635	2035	7331	5
2019-10-21	11:48:00	105640	105670	105620	105660	1996	6979	5
2019-10-21	11:49:00	105665	105665	105605	105625	2443	8664	5
2019-10-21	11:50:00	105625	105635	105575	105590	3401	13099	5
2019-10-21	11:51:00	105590	105600	105555	105590	3946	14257	5
2019-10-21	11:52:00	105590	105630	105585	105630	2275	7682	5
2019-10-21	11:53:00	105630	105650	105610	105625	2217	8034	5
2019-10-21	11:54:00	105630	105670	105610	105665	2990	12379	5
2019-10-21	11:55:00	105665	105725	105655	105715	4482	15903	5
2019-10-21	11:56:00	105710	105720	105695	105700	3177	12719	5
