<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019-10-17	17:20:00	105650	105675	105650	105660	969	3434	5
2019-10-17	17:21:00	105660	105690	105640	105675	1408	5433	5
2019-10-17	17:22:00	105675	105685	105645	105650	807	2782	5
2019-10-17	17:23:00	105655	105675	105650	105670	462	1608	5
2019-10-17	17:24:00	105675	105675	105660	105670	328	1201	5
2019-10-17	17:25:00	105670	105680	105655	105665	697	2333	5
2019-10-17	17:26:00	105665	105700	105655	105660	1522	5501	5
2019-10-17	17:27:00	105655	105675	105640	105660	968	3658	5
2019-10-17	17:28:00	105665	105680	105660	105660	427	1442	5
2019-10-17	17:29:00	105665	105675	105655	105660	448	1428	5
2019-10-17	17:30:00	105665	105665	105610	105630	2735	10675	5
2019-10-17	17:31:00	105630	105665	105610	105645	1494	6828	5
2019-10-17	17:32:00	105640	105650	105620	105635	711	2648	5
2019-10-17	17:33:00	105635	105640	105625	105630	311	1054	5
2019-10-17	17:34:00	105635	105650	105630	105645	504	1590	5
2019-10-17	17:35:00	105645	105655	105630	105645	659	2588	5
2019-10-17	17:36:00	105645	105690	105635	105650	1849	7719	5
2019-10-17	17:37:00	105650	105655	105640	105645	450	1486	5
2019-10-17	17:38:00	105650	105650	105635	105640	361	1221	5
2019-10-17	17:39:00	105645	105645	105620	105630	753	2584	5
2019-10-17	17:40:00	105635	105670	105630	105645	993	3709	5
2019-10-17	17:41:00	105650	105655	105640	105650	496	1754	5
2019-10-17	17:42:00	105655	105685	105640	105660	1423	5602	5
2019-10-17	17:43:00	105660	105680	105655	105670	465	1643	5
2019-10-17	17:44:00	105665	105750	105665	105730	2484	9265	5
2019-10-17	17:45:00	105730	105820	105715	105770	3125	9984	5
2019-10-17	17:46:00	105770	105845	105765	105830	1869	6094	5
2019-10-17	17:47:00	105835	105840	105790	105815	1182	4377	5
2019-10-17	17:48:00	105810	105820	105795	105815	762	2484	5
2019-10-17	17:49:00	105810	105835	105810	105825	977	3160	5
2019-10-17	17:50:00	105825	105855	105810	105845	1142	3677	5
2019-10-17	17:51:00	105845	105890	105835	105870	920	3094	5
2019-10-17	17:52:00	105880	105905	105865	105890	828	2523	5
2019-10-17	17:53:00	105890	105920	105865	105895	885	4120	5
2019-10-17	17:54:00	105890	105955	105885	105940	1229	8038	5
2019-10-18	09:00:00	105895	105920	105755	105800	2208	7485	5
2019-10-18	09:01:00	105810	106010	105805	105995	5083	17323	5
2019-10-18	09:02:00	105990	105990	105840	105915	4846	20074	5
2019-10-18	09:03:00	105915	105930	105845	105850	2477	9679	5
2019-10-18	09:04:00	105855	105925	105845	105915	2905	11089	5
2019-10-18	09:05:00	105915	105985	105900	105970	4205	13449	5
2019-10-18	09:06:00	105970	105970	105905	105940	2431	8404	5
2019-10-18	09:07:00	105940	105945	105900	105925	1412	5538	5
2019-10-18	09:08:00	105930	105965	105900	105960	2245	7984	5
2019-10-18	09:09:00	105965	106000	105945	105985	2524	8954	5
2019-10-18	09:10:00	105980	105995	105950	105975	2794	9397	5
2019-10-18	09:11:00	105970	106000	105960	105995	2019	8256	5
2019-10-18	09:12:00	105995	106055	105990	106030	6997	22400	5
2019-10-18	09:13:00	106035	106035	105975	105990	4109	12926	5
2019-10-18	09:14:00	105990	106045	105975	106040	2930	10033	5
2019-10-18	09:15:00	106035	106075	106020	106070	4758	15257	5
2019-10-18	09:16:00	106070	106090	106060	106085	2555	8346	5
2019-10-18	09:17:00	106085	106115	106080	106100	4332	14395	5
2019-10-18	09:18:00	106100	106110	106065	106080	2649	8208	5
2019-10-18	09:19:00	106080	106120	106080	106100	2471	7979	5
2019-10-18	09:20:00	106100	106130	106085	106125	3105	9492	5
2019-10-18	09:21:00	106120	106145	106090	106115	2989	10143	5
2019-10-18	09:22:00	106115	106130	106100	106110	1608	6273	5
2019-10-18	09:23:00	106110	106115	106090	106105	1723	5761	5
2019-10-18	09:24:00	106105	106105	106030	106035	8281	28065	5
2019-10-18	09:25:00	106040	106055	105990	106010	8159	25712	5
2019-10-18	09:26:00	106015	106020	105990	106015	2383	8381	5
2019-10-18	09:27:00	106010	106075	105995	106050	5032	15127	5
2019-10-18	09:28:00	106050	106065	106040	106050	1478	5345	5
2019-10-18	09:29:00	106050	106085	106005	106035	3601	10993	5
2019-10-18	09:30:00	106035	106035	105940	105970	10131	30557	5
2019-10-18	09:31:00	105970	105975	105915	105920	5401	17072	5
2019-10-18	09:32:00	105920	105950	105890	105900	5138	16635	5
2019-10-18	09:33:00	105900	105965	105875	105955	6062	18670	5
2019-10-18	09:34:00	105955	105995	105935	105965	3497	10848	5
2019-10-18	09:35:00	105965	105980	105915	105915	4333	13758	5
2019-10-18	09:36:00	105915	105920	105845	105870	8201	25232	5
2019-10-18	09:37:00	105870	105905	105860	105885	3013	9061	5
2019-10-18	09:38:00	105885	105995	105880	105960	6224	19360	5
2019-10-18	09:39:00	105960	105980	105925	105950	4055	12957	5
2019-10-18	09:40:00	105950	105985	105940	105980	2515	7853	5
2019-10-18	09:41:00	105980	105985	105945	105965	1530	5513	5
2019-10-18	09:42:00	105965	106065	105965	106030	8144	25092	5
2019-10-18	09:43:00	106030	106035	106000	106025	2810	9570	5
2019-10-18	09:44:00	106025	106070	106010	106065	2718	8861	5
2019-10-18	09:45:00	106060	106115	106055	106060	8231	25550	5
2019-10-18	09:46:00	106060	106075	105990	106030	6548	20322	5
2019-10-18	09:47:00	106030	106105	106020	106100	4017	11876	5
2019-10-18	09:48:00	106100	106110	106070	106085	2451	8126	5
2019-10-18	09:49:00	106080	106080	106030	106055	2800	9109	5
2019-10-18	09:50:00	106055	106060	106000	106015	4030	14342	5
2019-10-18	09:51:00	106010	106020	105960	106000	5215	17230	5
2019-10-18	09:52:00	105995	106045	105995	106010	3188	10406	5
2019-10-18	09:53:00	106005	106025	105980	106025	2013	7205	5
2019-10-18	09:54:00	106020	106030	105990	106010	1052	3390	5
2019-10-18	09:55:00	106010	106035	105970	106015	3192	10508	5
2019-10-18	09:56:00	106020	106020	106000	106005	1010	3768	5
2019-10-18	09:57:00	106000	106025	105985	106025	938	3473	5
2019-10-18	09:58:00	106025	106025	105975	106005	1893	7645	5
2019-10-18	09:59:00	106005	106030	105975	106015	1433	5578	5
2019-10-18	10:00:00	106015	106020	105805	105890	19094	66115	5
2019-10-18	10:01:00	105890	105905	105845	105885	4196	16166	5
2019-10-18	10:02:00	105890	105940	105860	105935	5093	16603	5
2019-10-18	10:03:00	105935	105945	105850	105875	4550	15705	5
2019-10-18	10:04:00	105870	105905	105820	105835	5010	17927	5
2019-10-18	10:05:00	105830	105895	105760	105865	14599	48063	5
2019-10-18	10:06:00	105865	105930	105845	105915	4658	15081	5
2019-10-18	10:07:00	105915	105915	105860	105865	3333	13237	5
2019-10-18	10:08:00	105870	105905	105845	105890	2622	9645	5
2019-10-18	10:09:00	105895	105930	105870	105910	3586	14261	5
2019-10-18	10:10:00	105910	105960	105880	105955	6574	22579	5
2019-10-18	10:11:00	105955	106075	105950	106055	13605	47835	5
2019-10-18	10:12:00	106055	106055	105990	106005	4353	15091	5
2019-10-18	10:13:00	106010	106045	106005	106015	2270	7280	5
2019-10-18	10:14:00	106015	106035	105980	105995	3321	10406	5
2019-10-18	10:15:00	106000	106005	105915	105940	7058	24172	5
2019-10-18	10:16:00	105945	105955	105900	105935	3956	14307	5
2019-10-18	10:17:00	105935	105960	105915	105945	2059	8159	5
2019-10-18	10:18:00	105940	105960	105885	105910	5009	18104	5
2019-10-18	10:19:00	105915	105960	105900	105940	2326	8552	5
2019-10-18	10:20:00	105940	105965	105900	105945	3433	12468	5
2019-10-18	10:21:00	105945	106025	105940	106010	5458	18834	5
2019-10-18	10:22:00	106010	106020	105910	105965	6098	22956	5
2019-10-18	10:23:00	105965	105995	105930	105935	2664	10773	5
2019-10-18	10:24:00	105940	105960	105855	105875	7861	26587	5
2019-10-18	10:25:00	105875	105905	105845	105865	4382	15769	5
2019-10-18	10:26:00	105870	105880	105780	105850	9572	33788	5
2019-10-18	10:27:00	105850	105865	105710	105720	10746	38500	5
2019-10-18	10:28:00	105720	105775	105715	105730	5096	17943	5
2019-10-18	10:29:00	105725	105860	105700	105835	9780	33700	5
2019-10-18	10:30:00	105835	105920	105785	105845	14042	51841	5
2019-10-18	10:31:00	105845	105885	105810	105860	4414	16562	5
2019-10-18	10:32:00	105860	105895	105775	105875	6845	25419	5
2019-10-18	10:33:00	105870	105940	105860	105900	6882	24072	5
2019-10-18	10:34:00	105895	105975	105840	105880	9340	35032	5
2019-10-18	10:35:00	105885	105995	105825	105935	9245	31336	5
2019-10-18	10:36:00	105940	105960	105850	105915	5887	21312	5
2019-10-18	10:37:00	105920	106025	105900	105925	9242	32566	5
2019-10-18	10:38:00	105925	105945	105850	105850	4935	18354	5
2019-10-18	10:39:00	105855	105895	105810	105860	6583	25445	5
2019-10-18	10:40:00	105855	105900	105780	105820	6105	22177	5
2019-10-18	10:41:00	105820	105875	105790	105875	3495	12358	5
2019-10-18	10:42:00	105875	105890	105810	105815	4298	16435	5
2019-10-18	10:43:00	105810	105835	105730	105795	7619	29364	5
2019-10-18	10:44:00	105795	105895	105745	105850	7295	27080	5
2019-10-18	10:45:00	105850	105895	105835	105875	3233	11802	5
2019-10-18	10:46:00	105875	105895	105780	105820	4185	14814	5
2019-10-18	10:47:00	105820	105990	105820	105975	9824	33193	5
2019-10-18	10:48:00	105975	106100	105975	106025	14040	54057	5
2019-10-18	10:49:00	106025	106140	106015	106050	10328	40406	5
2019-10-18	10:50:00	106050	106060	105960	106025	9246	32391	5
2019-10-18	10:51:00	106025	106125	106005	106075	8291	28893	5
2019-10-18	10:52:00	106070	106075	105995	106015	5270	18671	5
2019-10-18	10:53:00	106020	106080	105975	106075	3847	14912	5
2019-10-18	10:54:00	106070	106100	105975	106010	5498	20284	5
2019-10-18	10:55:00	106005	106045	105980	106020	2853	9831	5
2019-10-18	10:56:00	106020	106020	105870	105920	10111	36347	5
2019-10-18	10:57:00	105915	105940	105890	105905	3240	12016	5
2019-10-18	10:58:00	105910	106005	105910	105965	4919	16093	5
2019-10-18	10:59:00	105970	106005	105890	106005	5041	16862	5
2019-10-18	11:00:00	106005	106030	105935	105955	5151	18362	5
2019-10-18	11:01:00	105960	106000	105945	105950	2199	7864	5
2019-10-18	11:02:00	105955	106030	105945	105975	3594	13591	5
2019-10-18	11:03:00	105975	105985	105855	105865	7193	25062	5
2019-10-18	11:04:00	105870	105915	105855	105880	3719	14416	5
2019-10-18	11:05:00	105875	105925	105855	105915	3525	14122	5
2019-10-18	11:06:00	105915	105930	105865	105875	2509	9568	5
2019-10-18	11:07:00	105875	105880	105810	105860	6264	23310	5
2019-10-18	11:08:00	105860	105905	105825	105895	3211	12456	5
2019-10-18	11:09:00	105895	105965	105890	105930	4480	17456	5
2019-10-18	11:10:00	105935	105980	105885	105945	5584	20819	5
2019-10-18	11:11:00	105945	105995	105940	105985	3443	12545	5
2019-10-18	11:12:00	105985	105985	105895	105925	3492	12661	5
2019-10-18	11:13:00	105925	105925	105865	105905	3258	11618	5
2019-10-18	11:14:00	105910	105945	105875	105900	3354	13147	5
2019-10-18	11:15:00	105905	105910	105835	105860	4599	18495	5
2019-10-18	11:16:00	105860	105920	105850	105905	2367	9967	5
2019-10-18	11:17:00	105900	105940	105865	105925	2672	12064	5
2019-10-18	11:18:00	105925	106045	105920	106015	6609	24803	5
2019-10-18	11:19:00	106015	106130	106005	106110	7334	29345	5
2019-10-18	11:20:00	106110	106180	106075	106165	13430	54809	5
2019-10-18	11:21:00	106165	106185	106140	106155	4840	16534	5
2019-10-18	11:22:00	106160	106220	106090	106110	9545	34511	5
2019-10-18	11:23:00	106110	106180	106090	106170	3831	13726	5
2019-10-18	11:24:00	106170	106210	106160	106185	3708	13516	5
2019-10-18	11:25:00	106185	106250	106180	106220	7972	29250	5
2019-10-18	11:26:00	106220	106230	106160	106195	4556	16914	5
2019-10-18	11:27:00	106195	106225	106145	106155	4104	16071	5
2019-10-18	11:28:00	106160	106225	106155	106210	3042	12598	5
2019-10-18	11:29:00	106215	106290	106210	106280	7844	28386	5
2019-10-18	11:30:00	106280	106300	106240	106270	5839	21165	5
2019-10-18	11:31:00	106275	106285	106210	106225	5083	20029	5
2019-10-18	11:32:00	106225	106235	106155	106160	5398	20467	5
2019-10-18	11:33:00	106165	106175	106080	106140	9934	36425	5
2019-10-18	11:34:00	106140	106155	106045	106055	7202	26597	5
2019-10-18	11:35:00	106060	106060	105980	106035	9358	33317	5
2019-10-18	11:36:00	106040	106100	106015	106095	6205	23887	5
2019-10-18	11:37:00	106095	106130	106075	106080	5227	21979	5
2019-10-18	11:38:00	106075	106100	106050	106075	2737	10328	5
2019-10-18	11:39:00	106080	106080	106030	106065	2454	10148	5
2019-10-18	11:40:00	106065	106065	105965	105990	6143	22672	5
2019-10-18	11:41:00	105985	106000	105910	105925	5723	20166	5
2019-10-18	11:42:00	105930	105930	105855	105860	5921	22409	5
2019-10-18	11:43:00	105855	105895	105775	105815	10520	39366	5
2019-10-18	11:44:00	105815	105860	105795	105840	4238	17486	5
2019-10-18	11:45:00	105840	105875	105785	105875	6070	22461	5
2019-10-18	11:46:00	105875	105920	105870	105910	4957	18740	5
2019-10-18	11:47:00	105905	105910	105820	105860	4534	15671	5
2019-10-18	11:48:00	105865	105890	105845	105860	1725	7370	5
2019-10-18	11:49:00	105865	105880	105830	105875	2239	10041	5
2019-10-18	11:50:00	105880	105940	105850	105925	4274	16175	5
2019-10-18	11:51:00	105920	105950	105915	105925	3106	12052	5
2019-10-18	11:52:00	105930	105935	105885	105895	2261	7821	5
2019-10-18	11:53:00	105895	105895	105790	105820	5899	20575	5
2019-10-18	11:54:00	105820	105900	105820	105865	3432	12333	5
2019-10-18	11:55:00	105870	105890	105840	105890	1977	7834	5
2019-10-18	11:56:00	105890	105915	105845	105850	2759	12318	5
2019-10-18	11:57:00	105855	105910	105815	105885	2988	11766	5
2019-10-18	11:58:00	105885	105910	105860	105885	1421	5588	5
2019-10-18	11:59:00	105885	105915	105865	105910	1096	4298	5
2019-10-18	12:00:00	105910	105940	105880	105890	3838	13759	5
2019-10-18	12:01:00	105895	105900	105750	105785	9824	38504	5
2019-10-18	12:02:00	105785	105800	105670	105775	10595	39226	5
2019-10-18	12:03:00	105780	105830	105750	105790	3383	13684	5
2019-10-18	12:04:00	105785	105860	105785	105830	3703	14172	5
2019-10-18	12:05:00	105830	105880	105810	105850	3484	13902	5
2019-10-18	12:06:00	105855	105855	105780	105785	2884	10383	5
2019-10-18	12:07:00	105790	105815	105765	105775	2310	8669	5
2019-10-18	12:08:00	105770	105790	105730	105765	3567	13905	5
2019-10-18	12:09:00	105765	105780	105720	105730	2207	9686	5
2019-10-18	12:10:00	105735	105760	105680	105755	5350	21576	5
2019-10-18	12:11:00	105750	105800	105730	105780	2900	11463	5
2019-10-18	12:12:00	105780	105790	105745	105775	1981	8986	5
2019-10-18	12:13:00	105785	105800	105730	105755	2419	9846	5
2019-10-18	12:14:00	105760	105790	105745	105750	1624	7178	5
2019-10-18	12:15:00	105750	105770	105565	105570	11838	48703	5
2019-10-18	12:16:00	105570	105705	105560	105690	6600	28008	5
2019-10-18	12:17:00	105690	105705	105665	105690	2369	11584	5
2019-10-18	12:18:00	105685	105705	105625	105635	2140	10107	5
2019-10-18	12:19:00	105635	105685	105630	105680	1430	5750	5
2019-10-18	12:20:00	105680	105735	105665	105715	3150	12017	5
2019-10-18	12:21:00	105710	105730	105670	105715	2011	8638	5
2019-10-18	12:22:00	105710	105790	105710	105755	4744	19564	5
2019-10-18	12:23:00	105760	105785	105750	105780	1420	6576	5
2019-10-18	12:24:00	105780	105820	105760	105800	3612	15393	5
2019-10-18	12:25:00	105805	105810	105755	105780	2348	9042	5
2019-10-18	12:26:00	105775	105820	105745	105795	2640	9748	5
2019-10-18	12:27:00	105790	105815	105770	105805	967	4281	5
2019-10-18	12:28:00	105810	105840	105770	105775	2379	8786	5
2019-10-18	12:29:00	105775	105825	105765	105820	1382	6413	5
2019-10-18	12:30:00	105820	105875	105815	105840	3720	13051	5
2019-10-18	12:31:00	105845	105850	105780	105790	2952	11562	5
2019-10-18	12:32:00	105790	105815	105770	105800	1596	7329	5
2019-10-18	12:33:00	105800	105810	105710	105765	5242	20026	5
2019-10-18	12:34:00	105765	105795	105735	105750	1740	6575	5
2019-10-18	12:35:00	105755	105805	105750	105790	1844	7330	5
2019-10-18	12:36:00	105790	105850	105785	105810	2876	10392	5
2019-10-18	12:37:00	105810	105830	105775	105815	1872	8228	5
2019-10-18	12:38:00	105815	105845	105815	105845	1495	6209	5
2019-10-18	12:39:00	105840	105885	105830	105870	2752	10065	5
2019-10-18	12:40:00	105865	105900	105865	105875	2584	10020	5
2019-10-18	12:41:00	105880	105890	105840	105880	2136	8564	5
2019-10-18	12:42:00	105880	105895	105850	105870	1351	5718	5
2019-10-18	12:43:00	105870	105880	105775	105830	4837	18026	5
2019-10-18	12:44:00	105825	105830	105785	105805	1596	7098	5
2019-10-18	12:45:00	105810	105840	105785	105825	1649	7014	5
2019-10-18	12:46:00	105825	105825	105780	105795	1197	5864	5
2019-10-18	12:47:00	105795	105835	105790	105805	1041	4902	5
2019-10-18	12:48:00	105805	105830	105790	105815	703	3144	5
2019-10-18	12:49:00	105820	105820	105740	105765	3119	11392	5
2019-10-18	12:50:00	105765	105775	105725	105730	2761	10818	5
2019-10-18	12:51:00	105730	105745	105680	105735	3923	15066	5
2019-10-18	12:52:00	105735	105785	105715	105725	2462	10148	5
2019-10-18	12:53:00	105730	105745	105685	105705	2217	9977	5
2019-10-18	12:54:00	105705	105730	105685	105725	1312	5704	5
2019-10-18	12:55:00	105725	105740	105705	105735	1006	4267	5
2019-10-18	12:56:00	105740	105740	105695	105720	1113	4272	5
2019-10-18	12:57:00	105725	105730	105670	105680	2106	8443	5
2019-10-18	12:58:00	105680	105690	105635	105670	3476	12035	5
2019-10-18	12:59:00	105665	105670	105615	105625	1928	7516	5
2019-10-18	13:00:00	105625	105675	105580	105660	6437	24155	5
2019-10-18	13:01:00	105660	105735	105655	105720	4166	17728	5
2019-10-18	13:02:00	105725	105740	105695	105715	2428	10054	5
2019-10-18	13:03:00	105715	105750	105695	105735	1955	8913	5
2019-10-18	13:04:00	105740	105770	105725	105765	1772	7088	5
2019-10-18	13:05:00	105770	105800	105750	105770	2723	9942	5
2019-10-18	13:06:00	105770	105810	105765	105790	2173	9147	5
2019-10-18	13:07:00	105790	105800	105765	105785	1224	4727	5
2019-10-18	13:08:00	105785	105815	105740	105760	2398	9310	5
2019-10-18	13:09:00	105760	105775	105740	105760	1000	4425	5
2019-10-18	13:10:00	105760	105795	105755	105760	1215	4622	5
2019-10-18	13:11:00	105760	105770	105745	105755	927	4094	5
2019-10-18	13:12:00	105760	105790	105745	105785	1015	4595	5
2019-10-18	13:13:00	105785	105800	105755	105765	1142	4383	5
2019-10-18	13:14:00	105765	105770	105710	105710	3076	11039	5
2019-10-18	13:15:00	105715	105730	105650	105665	4615	17580	5
2019-10-18	13:16:00	105665	105680	105635	105670	2799	11072	5
2019-10-18	13:17:00	105670	105675	105605	105610	2981	11905	5
2019-10-18	13:18:00	105615	105630	105600	105615	1587	6524	5
2019-10-18	13:19:00	105620	105620	105535	105580	6319	25534	5
2019-10-18	13:20:00	105580	105585	105295	105425	16973	68759	5
2019-10-18	13:21:00	105425	105470	105360	105460	5685	22397	5
2019-10-18	13:22:00	105465	105465	105405	105435	2188	7969	5
2019-10-18	13:23:00	105435	105465	105395	105410	2480	11076	5
2019-10-18	13:24:00	105415	105455	105390	105410	2626	11616	5
2019-10-18	13:25:00	105410	105460	105395	105440	2420	10683	5
2019-10-18	13:26:00	105435	105450	105395	105420	2174	10431	5
2019-10-18	13:27:00	105420	105495	105400	105475	3278	13290	5
2019-10-18	13:28:00	105475	105500	105435	105455	1840	6821	5
2019-10-18	13:29:00	105455	105470	105375	105405	3159	12241	5
2019-10-18	13:30:00	105405	105440	105360	105425	3951	15290	5
2019-10-18	13:31:00	105420	105440	105400	105400	971	4098	5
2019-10-18	13:32:00	105400	105435	105400	105435	841	3631	5
2019-10-18	13:33:00	105430	105440	105390	105435	1428	5623	5
